subject_id,subject_name,subject_category,grade_level,education_type,subject_description,total_students_enrolled_subject,total_tutors_offering_subject,last_updated
SUB06765,Music,Arts & Design,3,Pakistani Curriculum (FBISE / Cambridge),Music for Grade 3 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,565,21,2025-11-16
SUB06766,Drama,Arts & Design,3,Pakistani Curriculum (FBISE / Cambridge),Drama for Grade 3 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,138,8,2025-11-16
SUB06767,Film Studies,Arts & Design,3,Pakistani Curriculum (FBISE / Cambridge),Film Studies for Grade 3 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,439,4,2025-11-16
SUB06768,Design & Technology,Arts & Design,3,Pakistani Curriculum (FBISE / Cambridge),Design & Technology for Grade 3 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,595,18,2025-11-16
SUB06769,Architecture,Arts & Design,3,Pakistani Curriculum (FBISE / Cambridge),Architecture for Grade 3 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,423,75,2025-11-16
SUB06770,Calligraphy,Arts & Design,3,Pakistani Curriculum (FBISE / Cambridge),Calligraphy for Grade 3 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,334,10,2025-11-16
SUB06771,Fashion Design,Arts & Design,3,Pakistani Curriculum (FBISE / Cambridge),Fashion Design for Grade 3 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,537,55,2025-11-16
SUB06772,Home Economics,Arts & Design,3,Pakistani Curriculum (FBISE / Cambridge),Home Economics for Grade 3 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,419,13,2025-11-16
SUB06773,Physical Education,Physical & Health,3,Pakistani Curriculum (FBISE / Cambridge),Physical Education for Grade 3 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,464,75,2025-11-16
SUB06774,Health Education,Physical & Health,3,Pakistani Curriculum (FBISE / Cambridge),Health Education for Grade 3 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,51,38,2025-11-16
SUB06775,Nutrition & Fitness,Physical & Health,3,Pakistani Curriculum (FBISE / Cambridge),Nutrition & Fitness for Grade 3 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,214,58,2025-11-16
SUB06776,Sports Science,Physical & Health,3,Pakistani Curriculum (FBISE / Cambridge),Sports Science for Grade 3 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,193,7,2025-11-16
SUB06777,First Aid & Public Safety,Physical & Health,3,Pakistani Curriculum (FBISE / Cambridge),First Aid & Public Safety for Grade 3 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,587,67,2025-11-16
SUB06778,Automotive Mechanics,Vocational & Technical,3,Pakistani Curriculum (FBISE / Cambridge),Automotive Mechanics for Grade 3 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,82,80,2025-11-16
SUB06779,Electrical Studies,Vocational & Technical,3,Pakistani Curriculum (FBISE / Cambridge),Electrical Studies for Grade 3 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,453,55,2025-11-16
SUB06780,Carpentry,Vocational & Technical,3,Pakistani Curriculum (FBISE / Cambridge),Carpentry for Grade 3 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,337,68,2025-11-16
SUB06781,Plumbing,Vocational & Technical,3,Pakistani Curriculum (FBISE / Cambridge),Plumbing for Grade 3 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,351,38,2025-11-16
SUB06782,Hospitality,Vocational & Technical,3,Pakistani Curriculum (FBISE / Cambridge),Hospitality for Grade 3 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,484,27,2025-11-16
SUB06783,Entrepreneurship,Vocational & Technical,3,Pakistani Curriculum (FBISE / Cambridge),Entrepreneurship for Grade 3 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,577,22,2025-11-16
SUB06784,Marketing,Vocational & Technical,3,Pakistani Curriculum (FBISE / Cambridge),Marketing for Grade 3 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,469,13,2025-11-16
SUB06785,Accounting,Vocational & Technical,3,Pakistani Curriculum (FBISE / Cambridge),Accounting for Grade 3 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,568,77,2025-11-16
SUB06786,Agriculture,Vocational & Technical,3,Pakistani Curriculum (FBISE / Cambridge),Agriculture for Grade 3 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,449,62,2025-11-16
SUB06787,Mathematics,STEM,4,Pakistani Curriculum (FBISE / Cambridge),Mathematics for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,143,52,2025-11-16
SUB06788,Advanced Mathematics,STEM,4,Pakistani Curriculum (FBISE / Cambridge),Advanced Mathematics for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,245,48,2025-11-16
SUB06789,Physics,STEM,4,Pakistani Curriculum (FBISE / Cambridge),Physics for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,339,39,2025-11-16
SUB06790,Chemistry,STEM,4,Pakistani Curriculum (FBISE / Cambridge),Chemistry for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,209,59,2025-11-16
SUB06791,Biology,STEM,4,Pakistani Curriculum (FBISE / Cambridge),Biology for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,290,4,2025-11-16
SUB06792,Computer Science,STEM,4,Pakistani Curriculum (FBISE / Cambridge),Computer Science for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,397,45,2025-11-16
SUB06793,Statistics,STEM,4,Pakistani Curriculum (FBISE / Cambridge),Statistics for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,276,14,2025-11-16
SUB06794,Robotics,STEM,4,Pakistani Curriculum (FBISE / Cambridge),Robotics for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,549,36,2025-11-16
SUB06795,Engineering Fundamentals,STEM,4,Pakistani Curriculum (FBISE / Cambridge),Engineering Fundamentals for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,403,4,2025-11-16
SUB06796,Environmental Science,STEM,4,Pakistani Curriculum (FBISE / Cambridge),Environmental Science for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,194,18,2025-11-16
SUB06797,Earth Science,STEM,4,Pakistani Curriculum (FBISE / Cambridge),Earth Science for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,375,32,2025-11-16
SUB06798,Agriculture Technology,STEM,4,Pakistani Curriculum (FBISE / Cambridge),Agriculture Technology for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,105,25,2025-11-16
SUB06799,Technical Drawing,STEM,4,Pakistani Curriculum (FBISE / Cambridge),Technical Drawing for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,399,13,2025-11-16
SUB06800,Arabic,Language & Literature,4,Pakistani Curriculum (FBISE / Cambridge),Arabic for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,68,9,2025-11-16
SUB06801,English,Language & Literature,4,Pakistani Curriculum (FBISE / Cambridge),English for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,187,61,2025-11-16
SUB06802,French,Language & Literature,4,Pakistani Curriculum (FBISE / Cambridge),French for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,198,29,2025-11-16
SUB06803,Spanish,Language & Literature,4,Pakistani Curriculum (FBISE / Cambridge),Spanish for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,488,21,2025-11-16
SUB06804,German,Language & Literature,4,Pakistani Curriculum (FBISE / Cambridge),German for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,394,49,2025-11-16
SUB06805,Urdu,Language & Literature,4,Pakistani Curriculum (FBISE / Cambridge),Urdu for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,500,79,2025-11-16
SUB06806,Hindi,Language & Literature,4,Pakistani Curriculum (FBISE / Cambridge),Hindi for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,594,58,2025-11-16
SUB06807,Literature,Language & Literature,4,Pakistani Curriculum (FBISE / Cambridge),Literature for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,236,21,2025-11-16
SUB06808,Creative Writing,Language & Literature,4,Pakistani Curriculum (FBISE / Cambridge),Creative Writing for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,543,78,2025-11-16
SUB06809,Translation & Linguistics,Language & Literature,4,Pakistani Curriculum (FBISE / Cambridge),Translation & Linguistics for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,249,4,2025-11-16
SUB06810,Islamic Arabic,Language & Literature,4,Pakistani Curriculum (FBISE / Cambridge),Islamic Arabic for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,246,75,2025-11-16
SUB06811,History,Humanities & Social Sciences,4,Pakistani Curriculum (FBISE / Cambridge),History for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,276,30,2025-11-16
SUB06812,Geography,Humanities & Social Sciences,4,Pakistani Curriculum (FBISE / Cambridge),Geography for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,225,21,2025-11-16
SUB06813,Economics,Humanities & Social Sciences,4,Pakistani Curriculum (FBISE / Cambridge),Economics for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,222,35,2025-11-16
SUB06814,Civics,Humanities & Social Sciences,4,Pakistani Curriculum (FBISE / Cambridge),Civics for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,417,53,2025-11-16
SUB06815,Political Science,Humanities & Social Sciences,4,Pakistani Curriculum (FBISE / Cambridge),Political Science for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,164,12,2025-11-16
SUB06816,Sociology,Humanities & Social Sciences,4,Pakistani Curriculum (FBISE / Cambridge),Sociology for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,53,11,2025-11-16
SUB06817,Psychology,Humanities & Social Sciences,4,Pakistani Curriculum (FBISE / Cambridge),Psychology for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,258,61,2025-11-16
SUB06818,Philosophy,Humanities & Social Sciences,4,Pakistani Curriculum (FBISE / Cambridge),Philosophy for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,405,76,2025-11-16
SUB06819,Law,Humanities & Social Sciences,4,Pakistani Curriculum (FBISE / Cambridge),Law for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,548,28,2025-11-16
SUB06820,Religious Studies,Humanities & Social Sciences,4,Pakistani Curriculum (FBISE / Cambridge),Religious Studies for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,342,48,2025-11-16
SUB06821,Islamic Studies,Humanities & Social Sciences,4,Pakistani Curriculum (FBISE / Cambridge),Islamic Studies for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,108,67,2025-11-16
SUB06822,Art,Arts & Design,4,Pakistani Curriculum (FBISE / Cambridge),Art for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,379,74,2025-11-16
SUB06823,Music,Arts & Design,4,Pakistani Curriculum (FBISE / Cambridge),Music for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,586,73,2025-11-16
SUB06824,Drama,Arts & Design,4,Pakistani Curriculum (FBISE / Cambridge),Drama for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,96,16,2025-11-16
SUB06825,Film Studies,Arts & Design,4,Pakistani Curriculum (FBISE / Cambridge),Film Studies for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,320,66,2025-11-16
SUB06826,Design & Technology,Arts & Design,4,Pakistani Curriculum (FBISE / Cambridge),Design & Technology for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,300,60,2025-11-16
SUB06827,Architecture,Arts & Design,4,Pakistani Curriculum (FBISE / Cambridge),Architecture for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,401,26,2025-11-16
SUB06828,Calligraphy,Arts & Design,4,Pakistani Curriculum (FBISE / Cambridge),Calligraphy for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,409,24,2025-11-16
SUB06829,Fashion Design,Arts & Design,4,Pakistani Curriculum (FBISE / Cambridge),Fashion Design for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,66,38,2025-11-16
SUB06830,Home Economics,Arts & Design,4,Pakistani Curriculum (FBISE / Cambridge),Home Economics for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,513,37,2025-11-16
SUB06831,Physical Education,Physical & Health,4,Pakistani Curriculum (FBISE / Cambridge),Physical Education for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,278,61,2025-11-16
SUB06832,Health Education,Physical & Health,4,Pakistani Curriculum (FBISE / Cambridge),Health Education for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,251,68,2025-11-16
SUB06833,Nutrition & Fitness,Physical & Health,4,Pakistani Curriculum (FBISE / Cambridge),Nutrition & Fitness for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,523,28,2025-11-16
SUB06834,Sports Science,Physical & Health,4,Pakistani Curriculum (FBISE / Cambridge),Sports Science for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,176,72,2025-11-16
SUB06835,First Aid & Public Safety,Physical & Health,4,Pakistani Curriculum (FBISE / Cambridge),First Aid & Public Safety for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,332,54,2025-11-16
SUB06836,Automotive Mechanics,Vocational & Technical,4,Pakistani Curriculum (FBISE / Cambridge),Automotive Mechanics for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,563,67,2025-11-16
SUB06837,Electrical Studies,Vocational & Technical,4,Pakistani Curriculum (FBISE / Cambridge),Electrical Studies for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,357,71,2025-11-16
SUB06838,Carpentry,Vocational & Technical,4,Pakistani Curriculum (FBISE / Cambridge),Carpentry for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,296,29,2025-11-16
SUB06839,Plumbing,Vocational & Technical,4,Pakistani Curriculum (FBISE / Cambridge),Plumbing for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,599,53,2025-11-16
SUB06840,Hospitality,Vocational & Technical,4,Pakistani Curriculum (FBISE / Cambridge),Hospitality for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,534,46,2025-11-16
SUB06841,Entrepreneurship,Vocational & Technical,4,Pakistani Curriculum (FBISE / Cambridge),Entrepreneurship for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,89,9,2025-11-16
SUB06842,Marketing,Vocational & Technical,4,Pakistani Curriculum (FBISE / Cambridge),Marketing for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,135,51,2025-11-16
SUB06843,Accounting,Vocational & Technical,4,Pakistani Curriculum (FBISE / Cambridge),Accounting for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,146,48,2025-11-16
SUB06844,Agriculture,Vocational & Technical,4,Pakistani Curriculum (FBISE / Cambridge),Agriculture for Grade 4 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,417,75,2025-11-16
SUB06845,Mathematics,STEM,5,Pakistani Curriculum (FBISE / Cambridge),Mathematics for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,88,75,2025-11-16
SUB06846,Advanced Mathematics,STEM,5,Pakistani Curriculum (FBISE / Cambridge),Advanced Mathematics for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,351,24,2025-11-16
SUB06847,Physics,STEM,5,Pakistani Curriculum (FBISE / Cambridge),Physics for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,246,52,2025-11-16
SUB06848,Chemistry,STEM,5,Pakistani Curriculum (FBISE / Cambridge),Chemistry for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,538,44,2025-11-16
SUB06849,Biology,STEM,5,Pakistani Curriculum (FBISE / Cambridge),Biology for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,113,72,2025-11-16
SUB06850,Computer Science,STEM,5,Pakistani Curriculum (FBISE / Cambridge),Computer Science for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,272,35,2025-11-16
SUB06851,Statistics,STEM,5,Pakistani Curriculum (FBISE / Cambridge),Statistics for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,369,54,2025-11-16
SUB06852,Robotics,STEM,5,Pakistani Curriculum (FBISE / Cambridge),Robotics for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,413,68,2025-11-16
SUB06853,Engineering Fundamentals,STEM,5,Pakistani Curriculum (FBISE / Cambridge),Engineering Fundamentals for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,155,31,2025-11-16
SUB06854,Environmental Science,STEM,5,Pakistani Curriculum (FBISE / Cambridge),Environmental Science for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,277,10,2025-11-16
SUB06855,Earth Science,STEM,5,Pakistani Curriculum (FBISE / Cambridge),Earth Science for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,460,53,2025-11-16
SUB06856,Agriculture Technology,STEM,5,Pakistani Curriculum (FBISE / Cambridge),Agriculture Technology for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,188,53,2025-11-16
SUB06857,Technical Drawing,STEM,5,Pakistani Curriculum (FBISE / Cambridge),Technical Drawing for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,299,54,2025-11-16
SUB06858,Arabic,Language & Literature,5,Pakistani Curriculum (FBISE / Cambridge),Arabic for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,278,7,2025-11-16
SUB06859,English,Language & Literature,5,Pakistani Curriculum (FBISE / Cambridge),English for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,211,18,2025-11-16
SUB06860,French,Language & Literature,5,Pakistani Curriculum (FBISE / Cambridge),French for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,302,48,2025-11-16
SUB06861,Spanish,Language & Literature,5,Pakistani Curriculum (FBISE / Cambridge),Spanish for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,405,59,2025-11-16
SUB06862,German,Language & Literature,5,Pakistani Curriculum (FBISE / Cambridge),German for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,311,10,2025-11-16
SUB06863,Urdu,Language & Literature,5,Pakistani Curriculum (FBISE / Cambridge),Urdu for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,592,17,2025-11-16
SUB06864,Hindi,Language & Literature,5,Pakistani Curriculum (FBISE / Cambridge),Hindi for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,147,32,2025-11-16
SUB06865,Literature,Language & Literature,5,Pakistani Curriculum (FBISE / Cambridge),Literature for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,434,73,2025-11-16
SUB06866,Creative Writing,Language & Literature,5,Pakistani Curriculum (FBISE / Cambridge),Creative Writing for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,96,47,2025-11-16
SUB06867,Translation & Linguistics,Language & Literature,5,Pakistani Curriculum (FBISE / Cambridge),Translation & Linguistics for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,558,27,2025-11-16
SUB06868,Islamic Arabic,Language & Literature,5,Pakistani Curriculum (FBISE / Cambridge),Islamic Arabic for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,247,4,2025-11-16
SUB06869,History,Humanities & Social Sciences,5,Pakistani Curriculum (FBISE / Cambridge),History for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,61,53,2025-11-16
SUB06870,Geography,Humanities & Social Sciences,5,Pakistani Curriculum (FBISE / Cambridge),Geography for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,207,46,2025-11-16
SUB06871,Economics,Humanities & Social Sciences,5,Pakistani Curriculum (FBISE / Cambridge),Economics for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,583,73,2025-11-16
SUB06872,Civics,Humanities & Social Sciences,5,Pakistani Curriculum (FBISE / Cambridge),Civics for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,63,34,2025-11-16
SUB06873,Political Science,Humanities & Social Sciences,5,Pakistani Curriculum (FBISE / Cambridge),Political Science for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,523,3,2025-11-16
SUB06874,Sociology,Humanities & Social Sciences,5,Pakistani Curriculum (FBISE / Cambridge),Sociology for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,138,6,2025-11-16
SUB06875,Psychology,Humanities & Social Sciences,5,Pakistani Curriculum (FBISE / Cambridge),Psychology for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,514,69,2025-11-16
SUB06876,Philosophy,Humanities & Social Sciences,5,Pakistani Curriculum (FBISE / Cambridge),Philosophy for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,211,33,2025-11-16
SUB06877,Law,Humanities & Social Sciences,5,Pakistani Curriculum (FBISE / Cambridge),Law for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,153,26,2025-11-16
SUB06878,Religious Studies,Humanities & Social Sciences,5,Pakistani Curriculum (FBISE / Cambridge),Religious Studies for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,301,57,2025-11-16
SUB06879,Islamic Studies,Humanities & Social Sciences,5,Pakistani Curriculum (FBISE / Cambridge),Islamic Studies for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,397,42,2025-11-16
SUB06880,Art,Arts & Design,5,Pakistani Curriculum (FBISE / Cambridge),Art for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,394,73,2025-11-16
SUB06881,Music,Arts & Design,5,Pakistani Curriculum (FBISE / Cambridge),Music for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,242,16,2025-11-16
SUB06882,Drama,Arts & Design,5,Pakistani Curriculum (FBISE / Cambridge),Drama for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,280,69,2025-11-16
SUB06883,Film Studies,Arts & Design,5,Pakistani Curriculum (FBISE / Cambridge),Film Studies for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,159,32,2025-11-16
SUB06884,Design & Technology,Arts & Design,5,Pakistani Curriculum (FBISE / Cambridge),Design & Technology for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,486,8,2025-11-16
SUB06885,Architecture,Arts & Design,5,Pakistani Curriculum (FBISE / Cambridge),Architecture for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,231,26,2025-11-16
SUB06886,Calligraphy,Arts & Design,5,Pakistani Curriculum (FBISE / Cambridge),Calligraphy for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,101,10,2025-11-16
SUB06887,Fashion Design,Arts & Design,5,Pakistani Curriculum (FBISE / Cambridge),Fashion Design for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,172,14,2025-11-16
SUB06888,Home Economics,Arts & Design,5,Pakistani Curriculum (FBISE / Cambridge),Home Economics for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,256,24,2025-11-16
SUB06889,Physical Education,Physical & Health,5,Pakistani Curriculum (FBISE / Cambridge),Physical Education for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,264,62,2025-11-16
SUB06890,Health Education,Physical & Health,5,Pakistani Curriculum (FBISE / Cambridge),Health Education for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,446,13,2025-11-16
SUB06891,Nutrition & Fitness,Physical & Health,5,Pakistani Curriculum (FBISE / Cambridge),Nutrition & Fitness for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,101,38,2025-11-16
SUB06892,Sports Science,Physical & Health,5,Pakistani Curriculum (FBISE / Cambridge),Sports Science for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,116,7,2025-11-16
SUB06893,First Aid & Public Safety,Physical & Health,5,Pakistani Curriculum (FBISE / Cambridge),First Aid & Public Safety for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,338,27,2025-11-16
SUB06894,Automotive Mechanics,Vocational & Technical,5,Pakistani Curriculum (FBISE / Cambridge),Automotive Mechanics for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,52,57,2025-11-16
SUB06895,Electrical Studies,Vocational & Technical,5,Pakistani Curriculum (FBISE / Cambridge),Electrical Studies for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,464,68,2025-11-16
SUB06896,Carpentry,Vocational & Technical,5,Pakistani Curriculum (FBISE / Cambridge),Carpentry for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,275,47,2025-11-16
SUB06897,Plumbing,Vocational & Technical,5,Pakistani Curriculum (FBISE / Cambridge),Plumbing for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,408,67,2025-11-16
SUB06898,Hospitality,Vocational & Technical,5,Pakistani Curriculum (FBISE / Cambridge),Hospitality for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,336,31,2025-11-16
SUB06899,Entrepreneurship,Vocational & Technical,5,Pakistani Curriculum (FBISE / Cambridge),Entrepreneurship for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,149,6,2025-11-16
SUB06900,Marketing,Vocational & Technical,5,Pakistani Curriculum (FBISE / Cambridge),Marketing for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,470,11,2025-11-16
SUB06901,Accounting,Vocational & Technical,5,Pakistani Curriculum (FBISE / Cambridge),Accounting for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,96,79,2025-11-16
SUB06902,Agriculture,Vocational & Technical,5,Pakistani Curriculum (FBISE / Cambridge),Agriculture for Grade 5 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,77,78,2025-11-16
SUB06903,Mathematics,STEM,6,Pakistani Curriculum (FBISE / Cambridge),Mathematics for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,199,77,2025-11-16
SUB06904,Advanced Mathematics,STEM,6,Pakistani Curriculum (FBISE / Cambridge),Advanced Mathematics for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,124,27,2025-11-16
SUB06905,Physics,STEM,6,Pakistani Curriculum (FBISE / Cambridge),Physics for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,146,37,2025-11-16
SUB06906,Chemistry,STEM,6,Pakistani Curriculum (FBISE / Cambridge),Chemistry for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,266,50,2025-11-16
SUB06907,Biology,STEM,6,Pakistani Curriculum (FBISE / Cambridge),Biology for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,130,9,2025-11-16
SUB06908,Computer Science,STEM,6,Pakistani Curriculum (FBISE / Cambridge),Computer Science for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,140,46,2025-11-16
